learning_rate,momentum,epoch_10,epoch_20,epoch_30,epoch_40,epoch_50,epoch_60,epoch_70,epoch_80,epoch_90,epoch_100,Test
0.05,0.0,0.7967649720181931,0.8317805718387519,0.8439992342293626,0.8754516999046172,0.8639839837334156,0.8719147417127884,0.8916134727822203,0.8791619927252444,0.8897761301825883,0.8837928298446901,0.8841071270675263
0.01,0.0,0.6451444333052738,0.7010933134466195,0.7809811791315272,0.8032247402517114,0.816471015455787,0.8166539731018224,0.8290155974699471,0.819143051306565,0.813750973147515,0.8430636575805295,0.8369158892762874
0.005,0.0,0.540174103969312,0.6753067721526274,0.7021307570125865,0.755169527577506,0.7655130272290879,0.7800273168504754,0.8026486213495596,0.792783845095305,0.7888212777895525,0.8138414973571917,0.806920915011254
0.001,0.0,0.36348381963623577,0.4457747371415667,0.5102504058089996,0.5578108779703235,0.5915671699470748,0.6175655642817264,0.6386071574939938,0.6559976485755431,0.6643627017631738,0.6843003160828566,0.6649063643913703
0.05,0.6,0.8380857579895687,0.8629954315053571,0.8813552386054386,0.8985941933955299,0.9020193119711291,0.9118786075606812,0.9113507392016519,0.9074147418644612,0.91500705291309,0.912269700242913,0.9068917670274376
0.01,0.6,0.708586745207727,0.810558959211852,0.8158658682327389,0.8551008601416623,0.8514986761634205,0.8607536583900688,0.860731096782243,0.8619906846397681,0.8727107352903858,0.8746889298601358,0.8662691953796344
0.05,0.6,0.8026026156494694,0.8585618969519906,0.8862171663680446,0.8800241609726929,0.9008188052904753,0.9114413958603883,0.9056873800364498,0.8994191606972872,0.9107886101673308,0.9129157182948842,0.9135506249693963
0.001,0.6,0.48093627168756453,0.5894412483618494,0.6518589585145962,0.6854438023124325,0.7175212486524104,0.7396602962026468,0.7528082832722509,0.764533896596512,0.773105348113799,0.7788108949203538,0.7712882579759284
0.005,0.6,0.6691446598685944,0.7469854688906018,0.792020256062884,0.8329793174629806,0.80924710124221,0.8390283184699385,0.84035190405691,0.8437342863331656,0.8423181921160307,0.8523858108903134,0.848490644033815
0.05,0.9,0.8323910562403866,0.9011951755910683,0.9076069353187333,0.9106703490156972,0.9198032339374178,0.9268588611843324,0.9117350619268564,0.9237358060423375,0.9290101734427563,0.926144131411329,0.9199401432573602
0.01,0.9,0.8164608348360559,0.8653934756221119,0.8827477057876043,0.8950109915373329,0.9015580327523811,0.8994183542312559,0.9037300838850559,0.9102309525484277,0.9147915454791372,0.9082266039538733,0.90360900877378
0.005,0.9,0.8008434238222378,0.8418084577714702,0.8606307303369747,0.8693208358748926,0.8634654020957676,0.88574728331971,0.8824951468307637,0.8888840673718116,0.8889363745603642,0.8862473295017255,0.8854287963285821
0.001,0.9,0.6450344149550181,0.739634899428378,0.7722348716146936,0.7991725246657522,0.8217369173899547,0.8264901905111361,0.835134165042969,0.8394727133068978,0.8349373057000229,0.8415254505481042,0.8374041536282707
0.05,0.99,0.7566279712222533,0.8695202297979756,0.8823477215835765,0.9022041782580628,0.8980773501409685,0.9042938385859369,0.9101395120467879,0.9149450513168438,0.910353460445978,0.9112622772963086,0.9030355532117982
0.01,0.99,0.8377119754480212,0.8849546148883956,0.891343155843869,0.9091540911473448,0.9164808078288458,0.9174604518963262,0.911368175848235,0.9157036585441013,0.9188426303133259,0.9276285529110568,0.9125940113141272
0.005,0.99,0.8447594706209844,0.8929337370980637,0.8980076045722647,0.9121602623186792,0.9126256066407155,0.9164698047850994,0.9167055158816935,0.9180446552614014,0.9231997703970753,0.9208979706752756,0.9224058061172782
0.001,0.99,0.8153999494805785,0.8641902652560501,0.8834141587604343,0.887768863141608,0.8895707726687059,0.9022498104948532,0.9040320362525414,0.9091015136610757,0.906577350111305,0.906863221766206,0.9062380507127088
