learning_rate,beta_1,beta_2,epoch_10,epoch_20,epoch_30,epoch_40,epoch_50,epoch_60,epoch_70,epoch_80,epoch_90,epoch_100,Test
0.001,0.95,0.99,0.8717910433686897,0.9033801528727312,0.9122322149126096,0.9186966666344092,0.9205981125262144,0.918959536805634,0.9234689377199814,0.9266084170581236,0.9278304132996852,0.9307519759074716,0.926623423932378
0.001,0.95,0.999,0.88320172861612,0.9045467930090528,0.9165365877692756,0.9242640739510896,0.9203454655643656,0.9281055619233646,0.9264452207609312,0.9252559927221652,0.9241294299218924,0.9241915991746416,0.9213548155496584
0.001,0.95,0.9999,0.8717284536193499,0.9009729277748842,0.918999083945074,0.925657277896658,0.924876539279296,0.923602534487174,0.92973842570385,0.9265324157731916,0.9212216771300332,0.927595451530945,0.922109761563723
0.001,0.9,0.99,0.8729089959387387,0.9106738518885814,0.9079179250811892,0.9215375540014564,0.9238237715689152,0.9286435691012038,0.926155721362564,0.928700482972896,0.9257725299899664,0.9223110442363842,0.9197984228086792
0.001,0.9,0.999,0.8724247682193844,0.9038369569912466,0.914887947914704,0.9148125175797424,0.9213622157073196,0.921900318166712,0.9127625074621804,0.9266508176068674,0.925551312667935,0.926494979822769,0.923102340674393
0.001,0.9,0.9999,0.870231307683143,0.9080845788524774,0.9130130264100768,0.9226464286699476,0.9274392045138016,0.9188411061247816,0.929146518232672,0.9281142290255256,0.926150280687378,0.9280687511272596,0.9288232929925192
0.001,0.8,0.99,0.8805387236687496,0.9089678079568336,0.9144792444736588,0.9189882797074876,0.9215036761406732,0.9283467760995252,0.9221136570496103,0.924556136061716,0.9240404439720176,0.929102792780006,0.9269128085315296
0.001,0.8,0.999,0.879379660042869,0.906046140468731,0.9152031258445262,0.9192837895495848,0.921338886524684,0.930743793494926,0.919535880564218,0.9169239962217032,0.9290275892765236,0.929480950408947,0.927799064825296
0.001,0.8,0.9999,0.8730377046535004,0.8923653745704498,0.9181758635726972,0.9172157229951508,0.919807483859157,0.9273833246335176,0.9309819528995928,0.9266450370083856,0.9280966950241416,0.9294852286216952,0.9296145060950156
0.0005,0.95,0.99,0.860494186501016,0.896891236429869,0.9076998424784446,0.9212927192594638,0.9217188466968187,0.9201183999154656,0.9187378669541655,0.9196456365990138,0.9274898834318874,0.9286107331666595,0.9250152641412172
0.0005,0.95,0.999,0.8784094602659323,0.899258162382093,0.9128814646229891,0.9172286235104885,0.9179571960456163,0.9289348144498119,0.9163343219301232,0.9280256498432709,0.9292502332514083,0.9231438726214544,0.9206100982466303
0.0005,0.95,0.9999,0.8714989783355171,0.902064206748005,0.9096722338107466,0.9112137653272934,0.9145900162150431,0.9145205638734719,0.9213260717500352,0.9251493509707345,0.9288206487808843,0.9314447051582799,0.9246578628644885
0.0005,0.9,0.99,0.8609007551520197,0.9021094406388702,0.9092812047740993,0.9138781490927516,0.9193359137331294,0.9158809705632891,0.9226663108906947,0.9280536182193236,0.9201600597991753,0.9248357888036072,0.9264271353283517
0.0005,0.9,0.999,0.8658969867815689,0.8996443875170537,0.9115164252539506,0.914670669533639,0.9153282316678769,0.9252223425640862,0.9248935057706245,0.9212784871891179,0.9245899877556456,0.9308336437672349,0.9290942946144881
0.0005,0.9,0.9999,0.8760244229989121,0.8893007992963907,0.9103224533788413,0.9212599825614067,0.9223064852721048,0.9260256666773676,0.9213671311790834,0.9244271180043164,0.9277976157092793,0.9202212475239546,0.91457282994938
0.0005,0.8,0.99,0.8461417200580298,0.9014719796920645,0.9058042749478954,0.9158938709677754,0.9221842926562897,0.9176225656746251,0.9219729638557806,0.9236795375474252,0.9262109421935142,0.9312919828390946,0.9227566034747587
0.0005,0.8,0.999,0.8529182205682757,0.9070868306621135,0.9010126792186499,0.9216224376246756,0.9149469018624214,0.9113017938442457,0.9180029878238107,0.9295500949270176,0.9289862863553212,0.9215041472393922,0.9200319080928587
0.0005,0.8,0.9999,0.8598764910649633,0.9034041011655833,0.9061887227247313,0.9181263704639845,0.9202571745813899,0.9205223732169685,0.9239347729972728,0.9301654608929472,0.9193259229402312,0.9230437011244585,0.9207208352995497
0.0001,0.95,0.99,0.7933205280158491,0.8389306033143236,0.8478228394834216,0.8583560772080263,0.8611322452984504,0.8731323884591609,0.8770341093899002,0.8712271141840645,0.8813846019059633,0.8820592627831199,0.8736455619925814
0.0001,0.95,0.999,0.8174040433747578,0.8454655725408855,0.8526359889874267,0.8623306844995431,0.8689187963582853,0.8710379950492839,0.8710921459656543,0.8786454027041826,0.8845648773847898,0.8795887073034374,0.8758861537741216
0.0001,0.95,0.9999,0.8094097525101752,0.844095520654425,0.8564257974770271,0.8645365517338505,0.8720469258927409,0.8783822078953903,0.8790612856298008,0.8859217932902919,0.8848781812786537,0.8784207390039122,0.8722180398870192
0.0001,0.9,0.99,0.7986512903912317,0.8405739636515515,0.8352193307926296,0.8566560250295595,0.862320334246894,0.8701642555331782,0.8729622295701468,0.879270366150776,0.8702590360033694,0.88175405055624,0.8712793874961223
0.0001,0.9,0.999,0.7870702456686922,0.8459895500962062,0.8470955182598641,0.8624425624700569,0.8761928912318501,0.8805807855899703,0.8605826174460409,0.8771199721615577,0.8812713650571732,0.8853840229204056,0.8788276402216525
0.0001,0.9,0.9999,0.8128417426073925,0.8421871885317913,0.8480142427243342,0.860894506996031,0.8665723622903061,0.8649144132297293,0.8787419367604592,0.8776652517630555,0.8798942642577707,0.8900317871846377,0.881246606438069
0.0001,0.8,0.99,0.8055641339859504,0.8324579326180015,0.8470762102545395,0.8534165285951666,0.8561897939724258,0.8721110137212487,0.8682333905297582,0.8800519718474114,0.879767037151692,0.8825243191348436,0.8805097176554313
0.0001,0.8,0.999,0.8009401404937126,0.8488936975235486,0.8447533154661853,0.8561837691613068,0.8557698818886188,0.8480161677387847,0.8531566336995651,0.8779533739803881,0.8816434294458484,0.8816156684285928,0.8765283324013243
0.0001,0.8,0.9999,0.8080069738084816,0.8335276483152105,0.840886012614129,0.8491102549557764,0.871428882885603,0.873837682243899,0.8762460522687349,0.883574781745535,0.8818874187466491,0.8811725725959721,0.8751862161259213
